"Time","Agg_gdp","Agg_pce","GS1","ebp","gz_spread","MP_brw","MP_jk","CBI_jk","MP_bs","lgdp","lpce","gdp_growth","inflation","d_GS1","gdp_growth_L1","gdp_growth_L2","gdp_growth_L3","gdp_growth_L4","inflation_L1","inflation_L2","inflation_L3","inflation_L4"
1992-11-01,10549.4057005235,65.121,3.68,0.0716767877735611,1.26452661617008,0,-0.0158429,0.00665733,0.0292055411528059,9.26382480561359,4.17624707784173,0.00230240569448448,0.00218293706976702,0.38,0.0053737888032348,0.00411268360858053,-0.00257013414105423,0.0012189500832811,0.00383936821454878,0.00162343972882617,0.000913376382282394,0.00377069087224946
1992-12-01,10599.3502484239,65.242,3.71,0.105938212259438,1.32950451156373,0,-0.0002423,-0.00937157,0.00839732069911889,9.2685479809029,4.17810343332217,0.00472317528931221,0.00185635548043095,0.0299999999999998,0.00230240569448448,0.0053737888032348,0.00411268360858053,-0.00257013414105423,0.00218293706976702,0.00383936821454878,0.00162343972882617,0.000913376382282394
1993-01-01,10558.1390084228,65.432,3.5,0.0695431590676057,1.35595164187479,0,0,0,0,9.26465231146688,4.18101143543267,-0.00389566943601949,0.00290800211050701,-0.21,0.00472317528931221,0.00230240569448448,0.0053737888032348,0.00411268360858053,0.00185635548043095,0.00218293706976702,0.00383936821454878,0.00162343972882617
1993-02-01,10588.8975603796,65.557,3.39,0.0631562008312603,1.39654322853689,0,-0.00093416,-0.00700338,0.00053878043387439,9.26756133122931,4.18291999321911,0.00290901976242885,0.00190855778643506,-0.11,-0.00389566943601949,0.00472317528931221,0.00230240569448448,0.0053737888032348,0.00290800211050701,0.00185635548043095,0.00218293706976702,0.00383936821454878
1993-03-01,10579.737562186,65.7,3.33,0.0344850488938029,1.34546212833007,0,0.00941836,-0.00056493,-0.00304459485962318,9.26669590001825,4.18509892549057,-0.000865431211060752,0.00217893227145716,-0.0600000000000001,0.00290901976242885,-0.00389566943601949,0.00472317528931221,0.00230240569448448,0.00190855778643506,0.00290800211050701,0.00185635548043095,0.00218293706976702
1993-04-01,10593.2157845709,65.891,3.24,0.0672830790286811,1.39358570241072,0,0,0,0,9.26796905487622,4.1880018616204,0.00127315485796942,0.00290293612983117,-0.0899999999999999,-0.000865431211060752,0.00290901976242885,-0.00389566943601949,0.00472317528931221,0.00217893227145716,0.00190855778643506,0.00290800211050701,0.00185635548043095
1993-05-01,10647.5060312471,66.114,3.36,0.0368729556163598,1.30546619549468,0,-0.0217487,-0.00208021,-0.0162925108820293,9.27308096824446,4.1913805247337,0.00511191336823913,0.00337866311329904,0.12,0.00127315485796942,-0.000865431211060752,0.00290901976242885,-0.00389566943601949,0.00290293612983117,0.00217893227145716,0.00190855778643506,0.00290800211050701
1993-06-01,10670.723016743,66.177,3.54,-0.0305305085829854,1.2981601902813,0,0,0,0,9.27525910364423,4.1923329705503,0.00217813539976675,0.000952445816609249,0.18,0.00511191336823913,0.00127315485796942,-0.000865431211060752,0.00290901976242885,0.00337866311329904,0.00290293612983117,0.00217893227145716,0.00190855778643506
1993-07-01,10632.1179939817,66.314,3.47,-0.0375071595314551,1.27218594372502,0,-0.01749569,0.01968495,-0.0182876389097153,9.2716346983358,4.19440103628802,-0.00362440530842889,0.00206806573771612,-0.0699999999999998,0.00217813539976675,0.00511191336823913,0.00127315485796942,-0.000865431211060752,0.000952445816609249,0.00337866311329904,0.00290293612983117,0.00217893227145716
1993-08-01,10675.4025637242,66.438,3.44,-0.0375929815739506,1.36252850719777,0,0.00470851,-0.00202547,-0.00310391214359815,9.2756975482733,4.19626918194403,0.00406284993750283,0.00186814565600546,-0.0300000000000002,-0.00362440530842889,0.00217813539976675,0.00511191336823913,0.00127315485796942,0.00206806573771612,0.000952445816609249,0.00337866311329904,0.00290293612983117
1993-09-01,10756.1674931396,66.538,3.36,0.0529935687120815,1.3998979187339,0,0.00145631,0.00171653,-0.00498813940070303,9.2832345893333,4.1977732130301,0.00753704105999908,0.00150403108607478,-0.0800000000000001,0.00406284993750283,-0.00362440530842889,0.00217813539976675,0.00511191336823913,0.00186814565600546,0.00206806573771612,0.000952445816609249,0.00337866311329904
1993-10-01,10749.0514005359,66.647,3.39,-0.021984657661289,1.33674484883588,0,0,0,0,9.28257278785166,4.19941003435887,-0.000661801481641078,0.00163682132876719,0.0300000000000002,0.00753704105999908,0.00406284993750283,-0.00362440530842889,0.00217813539976675,0.00150403108607478,0.00186814565600546,0.00206806573771612,0.000952445816609249
1993-11-01,10861.3314346468,66.819,3.58,-0.116890046919787,1.25448809009966,0,-0.0032126,0.00237165,-0.00329356951867111,9.29296418584857,4.20198747123746,0.0103913979969139,0.00257743687858891,0.19,-0.000661801481641078,0.00753704105999908,0.00406284993750283,-0.00362440530842889,0.00163682132876719,0.00150403108607478,0.00186814565600546,0.00206806573771612
1993-12-01,10889.468534371,66.849,3.61,-0.154681692309642,1.22507513991345,0,-0.01121161,-0.00917829,-0.00434251918229292,9.29555141164803,4.20243634457294,0.0025872257994628,0.000448873335484379,0.0299999999999998,0.0103913979969139,-0.000661801481641078,0.00753704105999908,0.00406284993750283,0.00257743687858891,0.00163682132876719,0.00150403108607478,0.00186814565600546
1994-01-01,10878.2316522664,66.902,3.54,-0.230793191193942,1.18684313879281,0,0,0,0,9.29451897523937,4.20322886205354,-0.00103243640866069,0.000792517480602051,-0.0699999999999998,0.0025872257994628,0.0103913979969139,-0.000661801481641078,0.00753704105999908,0.000448873335484379,0.00257743687858891,0.00163682132876719,0.00150403108607478
1994-02-01,10940.7377996333,67.047,3.87,-0.424410532582893,1.09688007136287,0.1048625,0.10463575,0.02880893,0.136941397236733,9.30024851425345,4.2053938659974,0.00572953901407658,0.00216500394385211,0.33,-0.00103243640866069,0.0025872257994628,0.0103913979969139,-0.000661801481641078,0.000792517480602051,0.000448873335484379,0.00257743687858891,0.00163682132876719
1994-03-01,10996.2903569835,67.275,4.32,-0.309042683245148,1.17559185132968,-0.0243272,-0.03299444,0.0020334,-0.064297202820941,9.30531325462799,4.20878869661297,0.00506474037454119,0.00339483061557377,0.45,0.00572953901407658,-0.00103243640866069,0.0025872257994628,0.0103913979969139,0.00216500394385211,0.000792517480602051,0.000448873335484379,0.00257743687858891
1994-04-01,11011.9183523601,67.376,4.82,-0.267477348292338,1.18798498296689,0,0.10504017,0.02445472,0.09507735450692,9.30673345181076,4.21028887141957,0.00142019718276387,0.00150017480660303,0.5,0.00506474037454119,0.00572953901407658,-0.00103243640866069,0.0025872257994628,0.00339483061557377,0.00216500394385211,0.000792517480602051,0.000448873335484379
1994-05-01,11121.5505977027,67.526,5.31,-0.273057285857466,1.21136745608721,-0.0110494,-0.03800339,0.02376404,-0.0640760951327654,9.31664000032286,4.2125127088989,0.00990654851210415,0.00222383747932753,0.489999999999999,0.00142019718276387,0.00506474037454119,0.00572953901407658,-0.00103243640866069,0.00150017480660303,0.00339483061557377,0.00216500394385211,0.000792517480602051
1994-06-01,11126.4307520798,67.676,5.27,-0.318146177954723,1.17484657686521,0,0,0,0,9.3170787056938,4.21473161189655,0.00043870537094115,0.00221890299765004,-0.04,0.00990654851210415,0.00142019718276387,0.00506474037454119,0.00572953901407658,0.00222383747932753,0.00150017480660303,0.00339483061557377,0.00216500394385211
1994-07-01,11113.2796255996,67.818,5.48,-0.292195576479726,1.16968390160101,-0.0159146,0.00556632,-0.02145479,-0.0305430934479673,9.31589603489551,4.21682764643665,-0.00118267079829337,0.00209603454009955,0.210000000000001,0.00043870537094115,0.00990654851210415,0.00142019718276387,0.00506474037454119,0.00221890299765004,0.00222383747932753,0.00150017480660303,0.00339483061557377
